region,year,site-name,permit,status,latitude,longitude,operator,activities,accepts,tonnes-input,tonnes-treated-recovered,tonnes-output
Orkney Islands,2019,"Blinkbonny, St Ola, Orkney",WML/L/1147497,Operational,58.959866433604866,-3.008412881540896,GEORGE ALEXANDER COLTHERD,Other treatment,Industrial,100.34,0,99
Perth and Kinross,2019,"Tayside Contracts, Loanleven TP, Perth",WML/E/0020200,Operational,56.4140146937906,-3.5336695748788545,TAYSIDE CONTRACTS,Other treatment / Transfer station,Industrial,843.44,843.44,353.6
West Dunbartonshire,2019,"Rigangower L/F, Off A82, Milton, Dumbarton",PPC/A/1004362,Operational,55.94445392800251,-4.501449420794898,WILLIAM THOMPSON & SON LIMITED,Landfill / Other treatment,Inert,105168,245152,107.02
South Ayrshire,2019,Troon Community Recycling Centre,WML/W/0220273,Operational,55.546180604923315,-4.665720956814445,SOUTH AYRSHIRE COUNCIL,Civic amenity,Household,2992.22,0,2993.98
East Ayrshire,2019,"HMP Kilmarnock, Mauchline Road, Kilmarnock",WML/L/1123155,Operational,55.58299582346627,-4.433186997936861,SERCO LIMITED,Other treatment,Industrial,356.24,356.24,401.28
Aberdeenshire,2019,"Whitehills CA Site, The Harbour, by Banff",WML/N/0020041,Operational,57.67995644657597,-2.5759907041574173,ABERDEENSHIRE COUNCIL,Civic amenity,Household,22.52,0,22.52
North Lanarkshire,2019,Airdrie Civic Amenity Site,WML/L/1087670,Operational,55.859628964329985,-3.964908002451995,NORTH LANARKSHIRE COUNCIL,Civic amenity,Commercial / Household / Industrial,5846.58,0,5846.58
Fife,2019,"Fife Council, Lower Melville Woods, Fife",PPC/E/0020085,Operational,56.293554082694044,-3.1307759904861174,FIFE COUNCIL,Civic amenity / Composting / Landfill / Other treatment,Commercial / Household / Industrial / Special asbestos,197067.66,88998.3,17908.63
Argyll and Bute,2019,"Gartbreck Landfill Site, Bowmore, Islay",PPC/A/1025163,Operational,55.740359476029354,-6.318037771136814,ARGYLL & BUTE COUNCIL,Civic amenity / Landfill / Transfer station,Commercial / Household / Industrial / Inert,5933.35,1546.1,1531.67
East Lothian,2019,"East Fenton Composting Site, North Berwick",WML/L/1023508,Operational,56.02900778917437,-2.7678808661658216,FORTH RESOURCE MANAGEMENT LIMITED,Composting,Commercial / Household,15727.21,14721.7,1204.61
Aberdeen City,2019,"ASCO WML, Maitland Quay, Aberdeen",PPC/A/1019575,Operational,57.139154277929926,-2.0821117731620795,ASCO UK LIMITED,Other treatment / Transfer station,Commercial / Household / Industrial / Other special,15407.86,0,17050.01
Aberdeenshire,2019,"Errollston, Cruden Bay",WML/L/1124841,Operational,57.42555335823959,-1.8509499228137463,MOUNTWEST 4 LIMITED,Other treatment / Transfer station,Commercial,2568,2568,2568
Stirling,2019,"Safety Kleen UK TS, Cunningham Rd,Stirling",WML/E/0000334,Operational,56.115594377872526,-3.9137497753667483,SAFETYKLEEN UK LIMITED,Transfer station,Commercial / Industrial / Other special,2503.03,0,2456.88
East Lothian,2019,Drylawhill Composting Site,WML/L/1038344,Operational,55.9999970769676,-2.6731745585334545,FORTH RESOURCE MANAGEMENT LIMITED,Composting,Commercial / Household,21023.88,21023.88,1610.61
Perth and Kinross,2019,"Barnhill Estates, Lambhill, Blairingone",WML/L/1113890,Operational,56.14826582120163,-3.627649284735756,BARNHILL ESTATES,Transfer station,Commercial,19460.86,0,13774.17
Midlothian,2019,Millerhill Recycling & Energy Recovery Centre,PPC/A/1136072,Operational,55.92512966289816,-3.084491551952742,FCC WASTE SERVICES (UK) LIMITED,Incineration / Other treatment,Commercial / Household / Industrial,142489.25,0,37448.75
Dumfries and Galloway,2019,Auchenlosh Landfill Site,PPC/A/1025270,Operational,54.92924698292867,-3.789100021851478,ARMSTRONG WASTE MANAGEMENT LIMITED,Landfill / Other treatment,Commercial / Household / Industrial / Special asbestos,21652.5,9697.96,4213.17
South Ayrshire,2019,"Walker Road Civic Amenity/Transfer Stn, Ayr",WML/W/0020067,Operational,55.47169731000419,-4.614128015551406,SOUTH AYRSHIRE COUNCIL,Civic amenity,Household,11077.55,0,11077.55
South Lanarkshire,2019,"View Field Farm,Cobbinshaw,West Calder, EH55",WML/W/0220244,Operational,55.78913145717925,-3.5737343418665213,THE FIRM OF A H TUCKER,Composting,Commercial / Household / Industrial,1313.25,1313.25,0
Dundee City,2019,"Dundee CC, Baldovie Recycl Ctr CA/TS, Dundee",WML/E/0220253,Operational,56.48654601763948,-2.90083565533459,DUNDEE CITY COUNCIL,Civic amenity / Transfer station,Commercial / Household / Industrial,8800.22,0,8800.22
Shetland Islands,2019," TWMA Vatster, Gott, Shetland",PPC/A/1023330,Operational,60.215853461356794,-1.2181584599366841,TWMA,Other treatment,Commercial / Household / Industrial / Other special,7308.87,0,7159.39
Outer Hebrides,2019,"Uachdar TS, Isle of Benbecula",WML/N/0220019,Operational,57.468123229820606,-7.330299746796465,MACINNES BROTHERS LTD,Transfer station,Industrial / Inert,252,252,9748.03
Renfrewshire,2019,"Miller Street Civic Amenity Site, Johnstone",WML/W/0020087,Operational,55.83931967659884,-4.499579511708419,RENFREWSHIRE COUNCIL,Civic amenity,Household,1902.77,0,1898.16
East Renfrewshire,2019,"Highways Contracting Unit, Thornliebank",WML/W/0020127,Operational,55.806967996948124,-4.323144424212205,EAST RENFREWSHIRE COUNCIL,Transfer station,Household / Industrial,13483.86,0,0
Dumfries and Galloway,2019,"Mid Dargavel Quarry, Lockerbie Road, Dumfries",WML/L/1038616,Operational,55.07603804588238,-3.5416045880339335,DUMFRIES RECYCLING LTD,Transfer station,Commercial,1718.66,1718.66,0
Highland,2019,"Portree Area Office & Depot, Isle of Skye",WML/L/1108609,Operational,57.4151100566149,-6.205098209689619,SCOTTISH WATER,Transfer station,Commercial / Special asbestos,0.12,0,0
Highland,2019,"Fridge/Freezer Store, TS, Invergordon",WML/N/0220207,Operational,57.705232887041895,-4.157452054813451,HIGHLAND COUNCIL,Transfer station,Commercial / Household / Industrial / Other special,7002.2,0,7214.03
Angus,2019,"Simon Urquhart Ltd ELV/MR, Orchardbank,Forfar",WML/E/0000207,Operational,56.63871374176385,-2.9118620942721245,SIMON URQUHART LIMITED,Metal recycler,Household,3948,3973,4697.3
North Lanarkshire,2019,"Bellshill Autobreakers, Mossend, Bellshill",WML/L/1036410,Operational,55.82220743560258,-3.9947927702125976,BELLSHILL AUTOBREAKERS,Metal recycler,Commercial,170,170,2
Midlothian,2019,"The Moredun Foundation, Penicuik",PPC/A/1035203,Operational,55.855526025055426,-3.195430096172978,THE MOREDUN FOUNDATION,Incineration,Commercial / Household / Industrial / Other special,15.49,0,0
Aberdeenshire,2019,"ASCO UK Ltd,, South Base Peterhead",PPC/A/1018957,Operational,57.491108173908394,-1.7834984965565825,ASCO UK LIMITED,Other treatment / Transfer station,Commercial / Household / Industrial / Other special,14695.77,0,16810.61
Orkney Islands,2019,"OIC Bossack Landfill, Bossack, Orkney",PPC/A/1010715,Operational,58.960675121982675,-2.861641080493368,ORKNEY ISLANDS COUNCIL,Landfill,Inert,942.72,0,0
Midlothian,2019,"Drummond Moor (No2) L/F, Rosewell, Midlothian",PPC/E/0020007,Operational,55.82203849268466,-3.1714635013843115,FCC ENVIRONMENT LIMITED,Landfill,Commercial / Household / Industrial / Inert,77491.89,0,3791.74
Angus,2019,"Angus Council, Monifieth Recycling Centre",WML/E/0020031,Operational,56.48018139734363,-2.8126907550842373,ANGUS COUNCIL,Civic amenity,Commercial / Household / Industrial / Other special,985.02,0,985.02
South Ayrshire,2019,"17 Old Farm Road, Ayr",WML/L/1125477,Operational,55.475913855300746,-4.601460054759674,FAROW LTD,Metal recycler,Commercial,1580,1399.2,35.02
Fife,2019,"T Muir (Metals),Dunnikier Works MR, Kirkcaldy",WML/E/0020137,Operational,56.120582546303304,-3.1548297872356437,THOMAS MUIR (METALS) LTD,Metal recycler,Commercial,4887.8,0,5058.22
Moray,2019,"Nether Dallachy Landfill Site, Spey Bay",PPC/N/0020028,Operational,57.66259352300221,-3.05939099235316,MORAY COUNCIL,Civic amenity / Landfill,Commercial / Household,52627.5,0,17014.23
North Lanarkshire,2019,"Northburn Oils Ltd, Coatbridge",PPC/A/1048515,Operational,55.8713731562448,-4.011269046462983,NORTHBURN OILS LIMITED,Other treatment / Transfer station,Other special,24000.03,21324.87,6354.97
Highland,2019,"Smithy Cottage, Ulbster, Lybster",WML/L/1109654,Operational,58.3484021581228,-3.166207279626801,A M O'BRIEN,Metal recycler / Transfer station,Commercial / Household / Industrial,724.79,724.79,545.86
North Lanarkshire,2019,"Greengairs L/F, Meikle Drumgray Rd, Airdrie",PPC/W/0020041,Operational,55.90609205232089,-3.9373850417580583,FCC WASTE SERVICES (UK) LTD,Landfill / Other treatment,Commercial / Household / Industrial / Inert / Special asbestos,266207.27,68324.98,4633.82
West Lothian,2019,Brookfield Metal Processors (Linlithgow) Ltd,WML/E/0220099,Operational,55.969856313334716,-3.6296206324868354,BROOKFIELD METAL RECYCLING LIMITED,Metal recycler,Commercial / Household / Industrial,19170.51,19170.51,18913.04
Stirling,2019,"Stirling Council,Compostg Fac,Lwr Polmaise LF",WML/E/0220033,Operational,56.114197260485504,-3.867641616965131,STIRLING COUNCIL,Civic amenity / Composting,Commercial / Household / Industrial,6439.74,0,5915.7
South Ayrshire,2019,"Speedlift, Byne Hill, Mill Road, Girvan",WML/W/0220120,Operational,55.21974391189469,-4.8511798716689,JOHN MCKECHAN T/A SPEEDLIFT AUTO SALVAGE,Metal recycler,Other special,2.28,0,63.84
South Lanarkshire,2019,"Rigmuir Landfill Site, East Kilbride",PPC/A/1004241,Operational,55.741062836331885,-4.119849753868898,VIRIDOR WASTE MANAGEMENT LTD,Landfill,Commercial / Household / Industrial / Inert,0,0,459.33
Midlothian,2019,Former Monktonhall Coal Yard,WML/L/1169791,Operational,55.91847608118297,-3.092019156760911,SHAWFAIR LLP,Transfer station,Inert,14000,0,0
Orkney Islands,2019,"Big Breck Quarry, Twatt, Orkney",WML/L/1018864,Operational,59.10312161347251,-3.280385489305868,SCOTTISH WATER,Other treatment / Transfer station,Industrial,5017.7,5017.7,1390.9
Highland,2019,"HC Durness Recycling Center CA Site, Durness",WML/N/0050056,Operational,58.56704490492179,-4.726329796278432,THE HIGHLAND COUNCIL,Civic amenity,Household,446.32,0,446.32
Perth and Kinross,2019,"Co-An TS, Welton Road Ind Est, Blairgowrie",WML/E/0020124,Operational,56.58845140926428,-3.3337519908243833,CO-AN,Transfer station,Industrial,145.63,0,145.63
West Lothian,2019,"Campbell Auto Salvage, Colinshiel Road",WML/E/0000043,Operational,55.90484419701814,-3.67968855906814,CAMPBELL AUTO SALVAGE,Metal recycler,Commercial / Household,579.75,1101.8,35.39
Glasgow City,2019,"SP Distribution Depot, Cambuslang",WML/L/1162616,Operational,55.8328456474723,-4.168138384226834,SP DISTRIBUTION PLC,Transfer station,Commercial,768.39,0,768.39
East Dunbartonshire,2019,"Centurion Works, Balmuildy Rd, Bishopbriggs",WML/W/0022032,Operational,55.917233108830004,-4.258846706729769,HUNTER ENVIRO LIMITED,Transfer station,Commercial,1471.84,1411.3,1758.94
Angus,2019,"Tayside Contrcts,Kirriemuir Rd Eco TP  Forfar",WML/E/0020207,Operational,56.65426762698636,-2.8982084102609336,TAYSIDE CONTRACTS,Other treatment,Household,770,770,770
Aberdeenshire,2019,"Rosehall Farm, Newmachar, Aberdeen",PPC/A/1021025,Operational,57.23781514920947,-2.1789278021677183,ANNE CHARLES,Pet cemetery,Household,0.06,0,0
Perth and Kinross,2019,"Binn Farm (Wood Recycling), Glenfarg, Perth",WML/L/1105142,Operational,56.30968926821446,-3.3334944350051576,SUEZ RECYCLING & RECOVERY UK LTD,Transfer station,Commercial,68716.4,68716.4,73957.2
Aberdeenshire,2019,"Northburn Oils Ltd, Aberdeen",PPC/A/1021604,Operational,57.221238750784565,-2.071876838643497,NORTHBURN OILS LIMITED,Other treatment,Commercial / Household / Industrial / Other special,1369.67,0,1232.82
Outer Hebrides,2019,"Garrygall Quarry TS, Castlebay, Isle Of Barra",WML/N/0220123,Operational,56.9610295001566,-7.4633992559110975,JOHN MACLENNAN CONTRACTORS LIMITED,Transfer station,Industrial / Special asbestos,346,0,1040
East Lothian,2019,"Macmerry CA Site, Macmerry, East Lothian",WML/E/0220278,Operational,55.94536906115921,-2.888984533466108,EAST LOTHIAN COUNCIL,Civic amenity,Commercial / Household / Industrial,2286.03,0,2286.03
Angus,2019,"Restenneth Landfill Site, Montrose Rd, Forfar",PPC/A/1000120,Operational,56.6516661327611,-2.842327806631395,ANGUS COUNCIL,Composting / Landfill,Commercial / Household / Industrial,20353.18,20353.18,0
North Ayrshire,2019,"Shewalton Car Spares, Oldhall West, Irvine",WML/W/0000227,Operational,55.59630194422528,-4.642765175660793,SHEWALTON CAR SPARES,Metal recycler,Other special,1424,1424,1652.31
Renfrewshire,2019,"Haven Recycle, 6-8 Watt Road, Hillington",WML/L/1099035,Operational,55.85978349270331,-4.363839840517254,HAVEN PRODUCTS LTD,Transfer station,Commercial / Household / Other special,204.89,41.92,166.62
Angus,2019,"Redford Pet Crematorium, Arbroath",WML/L/1169147,Operational,56.589774486375696,-2.722559250724771,EUAN WILLIAM STURROCK,Pet crematoria,Household,1.19,0,0.03
Falkirk,2019,"Forsyths ELV, Northfield Yd, Dunipace, Denny",WML/E/0000037,Operational,56.04855980036696,-3.9250904332065506,FORSYTH OF DENNY LTD,Metal recycler,Commercial / Household,7852.22,0,7852.22
Fife,2019,"Bowhill Transfer Station, Fife",WML/L/1095226,Operational,56.14294984081321,-3.278878526632447,RWE INNOGY MARKINCH LIMITED,Transfer station,Industrial,74782.29,0,74360.07
Angus,2019,"John Lawrie MR/ELV,Forties Rd IndEst,Montrose",WML/E/0000210,Operational,56.73287690539327,-2.459769887457204,JOHN LAWRIE METALS LIMITED,Metal recycler,Commercial / Household / Industrial,4161.22,878.25,3473.67
North Ayrshire,2019,Meadowhead Sludge Treatment Centre,WML/L/1159194,Operational,55.58886799302575,-4.63480474944481,AYR ENVIRONMENTAL SERVICES OPERATIONS LTD,Other treatment,Industrial,1119192,1119192,28304
Moray,2019,"D & S Metals MR, Greshop Ind Est, Forres",WML/N/0050065,Operational,57.608039120411576,-3.630477465701422,D & S METALS,Metal recycler,Commercial / Household / Industrial,11272.49,0,9713.42
Angus,2019,"Angus Ccl, Brechin Recyc Centre, Commerce St",WML/E/0020199,Operational,56.730584377668094,-2.649855884645289,ANGUS COUNCIL,Civic amenity,Commercial / Household / Industrial / Inert / Other special,810.7,0,810.7
Argyll and Bute,2019,"Glengorm Landfill Site, Glengorm Rd, Tobermor",PPC/A/1022141,Operational,56.62587897501543,-6.097241991281198,ARGYLL & BUTE COUNCIL,Civic amenity / Landfill / Transfer station,Commercial / Household / Industrial / Inert,4169.81,300,888.94
City of Edinburgh,2019,"Granton High Goods Yard, Granton, Edinburgh",WML/E/0000111,Operational,55.98110006079682,-3.2269992481854866,WILLIAM WAUGH (EDINBURGH) LTD,Metal recycler,Commercial / Household / Industrial,18446.95,18454.78,19190.97
Midlothian,2019,"Midlothian Skip Hire Ltd, Loanhead",WML/L/1107377,Operational,55.887098971845546,-3.145024233806571,KEVIN DALGETTY,Transfer station,Commercial / Household / Industrial,16895.82,13400.06,18498.96
Aberdeen City,2019,"Tarbothill Leachate Treatment Plant, Aberdeen",PPC/A/1144226,Operational,57.21391712127168,-2.0713161854407294,WRG (NORTHERN) LIMITED,Other treatment,Industrial,17927,17927,7567.6
South Lanarkshire,2019,"Ireland Alloys, Craighead Works, Hamilton",WML/W/0000153,Operational,55.79336168772726,-4.070535747349491,IRELAND ALLOYS LIMITED,Metal recycler,Commercial / Household / Industrial,2756.79,0,2558.62
North Lanarkshire,2019,"Reigart, 16 Hornock Rd, Coatbridge",WML/W/0020100,Operational,55.873948737211556,-4.03882023330943,REIGART CONTRACTS LTD,Transfer station,Commercial / Household / Industrial / Inert / Other special / Special asbestos,708.48,675.2,3549.68
Aberdeenshire,2019,"Davidson Of Rora, Rora, Longside, Peterhead",WML/N/0020129,Operational,57.54302087610662,-1.904267863159442,DAVIDSON OF RORA,Metal recycler,Industrial,87,74.24,73.24
Renfrewshire,2019,"Scottish Power, Blackhall St, Paisley",WML/W/0020132,Operational,55.83999887941158,-4.4120004077090895,DRAX GENERATION ENTERPRISE LIMITED,Transfer station,Industrial,78.72,0,78.72
South Lanarkshire,2019,"Quay Road, Rutherglen, Glasgow",WML/L/1099346,Operational,55.833084376409914,-4.215266203779741,DOOCEY RECYCLING LIMITED,Other treatment,Commercial,45458.02,45456.02,22240.38
Angus,2019,"D Geddes Ltd, Border Quarry LF, Friockheim",PPC/A/1008876,Operational,56.62580912710452,-2.651819693850616,D GEDDES (CONTRACTORS) LTD,Landfill,Inert,664,0,0
East Ayrshire,2019,"Crosshouse Hospital, Kilmarnock, Ayrshire",WML/L/1031276,Operational,55.61419112162921,-4.538137060146967,NHS AYRSHIRE AND ARRAN,Transfer station,Commercial / Other special,30.34,0,30.34
Dumfries and Galloway,2019,"Rosefield Salvage Ltd, Irongray Rd, Dumfries",WML/W/0220072,Operational,55.089022548978214,-3.6475856732401457,ROSEFIELD SALVAGE LTD,Metal recycler / Transfer station,Commercial / Household / Industrial / Other special,9580.02,0,9884.89
Highland,2019,"HC RC & TS, Gairloch, Wester Ross",WML/N/0050037,Operational,57.736985562590945,-5.666190702001845,THE HIGHLAND COUNCIL,Civic amenity / Landfill (not operational) / Transfer station,Commercial / Household / Industrial / Special asbestos,2184.78,0,2125.98
West Lothian,2019,"SJB Waste & Recycling Ltd, West Calder",WML/L/1037511,Operational,55.859079348251555,-3.57863854901695,SJB WASTE & RECYCLING LTD,Transfer station,Commercial / Industrial,952,0,393.6
Angus,2019,"D Geddes (Con) Ltd, Prettycur Landfill,Forfar",PPC/A/1008879,Operational,56.73903822743401,-2.4955350730020553,D GEDDES (CONTRACTORS) LTD,Landfill,Inert,1942,0,0
West Lothian,2019,"Ace Car Disposal & Spares, East Calder",WML/L/1135065,Operational,55.89863721040736,-3.4311491716061284,ACE CAR DISPOSAL & SPARES,Metal recycler,Other special,162.71,245,361.75
Highland,2019,"NRC Environmental, 10 River Drive, Alness",PPC/A/1016691,Operational,57.693260253901826,-4.260584689293501,NRC ENVIRONMENTAL SERVICES (UK) LTD,Other treatment,Commercial / Household / Industrial / Other special / Special asbestos,2288.31,928.89,1723.52
East Lothian,2019,"North Berwick CA Site, Heugh Road",WML/E/0020085,Operational,56.05209381146089,-2.7012830756854544,EAST LOTHIAN COUNCIL,Civic amenity,Commercial / Household / Industrial,1067.68,0,1067.68
Aberdeenshire,2019,"Smiddyseat, Colpy Road, Turriff",WML/L/1028714,Operational,57.52986552058452,-2.4376222641054213,ABERDEENSHIRE COUNCIL,Other treatment / Transfer station,Industrial,340,0,20
City of Edinburgh,2019,"Station Road, Gogarbank, Edinburgh",WML/E/0000128,Operational,55.925810594191084,-3.319544608716022,PETER THOMAS DALTON,Metal recycler,Commercial / Household / Industrial,16682.72,16683.09,16918.13
South Ayrshire,2019,"A F Ross & Son, Bridgemill Yd, Girvan",WML/W/0220139,Operational,55.25128353534593,-4.844247038333629,ALAN & COLIN VEITCH T/A  AF ROSS & SONS,Metal recycler,Other special,0,0,20.68
Perth and Kinross,2019,"Perth & Kinross NHS Trust T/S, PRI,Perth",WML/E/0000317,Operational,56.39706586726749,-3.4515785826045766,TAYSIDE UNIVERSITY HOSPITALS NHS TRUST,Transfer station,Industrial,262.69,0,262.69
